Site,Date,Latitude,Longitude,Biscuit skate,Broadnose sevengill shark,Bronze whaler,Dark shyshark,Eagle ray,Leopard catshark,Lesser guitarfish,Puffadder shyshark,Pyjama shark,Short-tail stingray,Shortnose spurdog,Smooth hammerhead shark,Smooth-hound shark,Soupfin shark,Spearnose skate,Spotted-gully shark,St. Joseph shark,Tiger catshark
Kelp3,01/03/2018,-34.429718,19.23203,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Kelp3,04/05/2018,-34.429718,19.23203,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kelp3,05/06/2018,-34.429718,19.23203,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Kelp4,12/07/2017,-34.432568,19.226693,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelp4,01/03/2018,-34.432568,19.226693,0,0,0,1,0,2,0,6,2,0,0,0,0,0,0,0,0,0
Kelp4,04/05/2018,-34.432568,19.226693,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0
Kelp4,05/06/2018,-34.432568,19.226693,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Y1,27/07/2016,-34.4888,19.2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Y2,27/07/2016,-34.4849,19.2939,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Y3,27/07/2016,-34.4802,19.2892,0,0,0,0,0,1,0,1,5,0,0,0,1,1,1,0,0,0
Y4,27/07/2016,-34.47661,19.2847,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Y5,27/07/2016,-34.4723,19.2797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y6,27/07/2016,-34.46748,19.27606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y7,27/07/2016,-34.46399,19.27136,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Y8,27/07/2016,-34.4899,19.2666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Y9,27/07/2016,-34.4564,19.2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10,01/03/2017,-34.3725,18.90708,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
BB10,30/10/2017,-34.3725,18.90708,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB10,20/03/2018,-34.3725,18.90708,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10,10/07/2018,-34.3725,18.90708,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB12,11/03/2017,-34.36045,18.91412,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
BB12,30/10/2017,-34.36045,18.91412,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB12,06/05/2018,-34.36045,18.91412,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
BB16,11/03/2017,-34.36417,18.94855,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB16,23/03/2018,-34.36417,18.94855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB16,10/07/2018,-34.36417,18.94855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB17,16/03/2017,-34.37393,18.9322,0,0,0,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0
BB17,24/07/2017,-34.37393,18.9322,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
BB17,23/03/2018,-34.37393,18.9322,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0
BB17,09/07/2018,-34.37393,18.9322,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0
BB18,02/03/2017,-34.38651,18.88993,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB18,11/10/2017,-34.38651,18.88993,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
BB18,10/07/2018,-34.38651,18.88993,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BB24,11/03/2017,-34.38337,18.88663,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BB24,31/07/2017,-34.38337,18.88663,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
BB24,20/03/2018,-34.38337,18.88663,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB24,10/07/2018,-34.38337,18.88663,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
BB28,03/03/2017,-34.38935,18.88934,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB28,30/10/2017,-34.38935,18.88934,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BB28,20/03/2018,-34.38935,18.88934,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
BB28,09/07/2018,-34.38935,18.88934,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0
BB29,03/03/2017,-34.39327,18.87692,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0
BB29,24/07/2017,-34.39327,18.87692,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
BB29,20/03/2018,-34.39327,18.87692,0,1,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0
BB29,09/07/2018,-34.39327,18.87692,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB3,01/03/2017,-34.38089,18.89748,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
BB3,31/07/2017,-34.38089,18.89748,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB3,10/07/2018,-34.38089,18.89748,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
BB36,03/03/2017,-34.380017,18.8772,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB36,30/10/2017,-34.380017,18.8772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB36,20/03/2018,-34.380017,18.8772,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
BB36,10/07/2018,-34.380017,18.8772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB38,01/03/2017,-34.390166,18.9045,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB38,24/07/2017,-34.390166,18.9045,0,0,0,1,0,0,0,1,4,1,0,0,1,1,0,0,0,0
BB39,20/03/2018,-34.39027,18.90455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB40,02/03/2017,-34.38676,18.92278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB40,10/07/2018,-34.38676,18.92278,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
BB43,11/03/2017,-34.39031,18.87002,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0
BB43,24/07/2017,-34.39031,18.87002,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
BB43,20/03/2018,-34.39031,18.87002,0,0,0,2,0,2,0,1,2,0,0,0,0,0,1,0,0,0
BB43,10/07/2018,-34.39031,18.87002,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0
BB46,03/03/2017,-34.3783,18.88318,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB46,11/10/2017,-34.3783,18.88318,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB46,09/07/2018,-34.3783,18.88318,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0
BB48,01/03/2017,-34.37707,18.90972,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BB48,11/10/2017,-34.37707,18.90972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
BB48,09/07/2018,-34.37707,18.90972,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
BB49,08/03/2017,-34.391767,18.90335,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
BB49,11/10/2017,-34.391767,18.90335,0,0,0,1,0,2,0,0,4,0,0,0,0,0,1,0,0,0
BB5,11/03/2017,-34.37286,18.89515,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB5,30/10/2017,-34.37286,18.89515,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB5,20/03/2018,-34.37286,18.89515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BB5,10/07/2018,-34.37286,18.89515,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB50,11/03/2017,-34.3804,18.90287,0,0,0,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0
BB50,24/07/2017,-34.3804,18.90287,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB50,10/07/2018,-34.3804,18.90287,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB51,11/03/2017,-34.38567,18.8864,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB51,20/03/2018,-34.38567,18.8864,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BB51,09/07/2018,-34.38567,18.8864,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB52,23/03/2017,-34.3794,18.875533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BB52,11/10/2017,-34.3794,18.875533,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB55,02/03/2017,-34.36696,18.92937,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0
BB55,11/10/2017,-34.36696,18.92937,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB56,11/03/2017,-34.36334,18.92201,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB56,30/10/2017,-34.36334,18.92201,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
BB56,06/05/2018,-34.36334,18.92201,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB56,10/07/2018,-34.36334,18.92201,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB57,23/03/2017,-34.36148,18.91868,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
BB57,30/10/2017,-34.36148,18.91868,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0
BB57,20/03/2018,-34.36148,18.91868,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
BB58,01/03/2017,-34.36725,18.913917,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB58,30/10/2017,-34.36725,18.913917,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB58,20/03/2018,-34.36725,18.913917,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB58,10/07/2018,-34.36725,18.913917,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB59,11/03/2017,-34.368731,18.913002,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
BB59,30/10/2017,-34.368731,18.913002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB6,02/03/2017,-34.372186,18.899185,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB6,30/10/2017,-34.372186,18.899185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
BB6,06/05/2018,-34.372186,18.899185,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB6,10/07/2018,-34.372186,18.899185,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB60,02/03/2017,-34.36536,18.91844,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB60,30/10/2017,-34.36536,18.91844,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB60,20/03/2018,-34.36536,18.91844,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
BB60,10/07/2018,-34.36536,18.91844,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BB61,01/03/2017,-34.36965,18.92528,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0
BB61,30/10/2017,-34.36965,18.92528,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB62,08/03/2017,-34.37092,18.93853,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
BB62,24/07/2017,-34.37092,18.93853,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB62,23/03/2018,-34.37092,18.93853,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BB62,09/07/2018,-34.37092,18.93853,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB63,10/07/2018,-34.37254,18.9286,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB64,11/03/2017,-34.36139,18.93546,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB64,30/10/2017,-34.36139,18.93546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB64,23/03/2018,-34.36139,18.93546,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BB64,10/07/2018,-34.36139,18.93546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB65,08/03/2017,-34.36492,18.95066,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
BB65,24/07/2017,-34.36492,18.95066,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB66,02/03/2017,-34.37021,18.95375,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
BB66,11/10/2017,-34.37021,18.95375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB67,01/03/2017,-34.36473,18.94773,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0
BB67,30/10/2017,-34.36473,18.94773,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB68,11/03/2017,-34.36248,18.93787,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
BB68,24/07/2017,-34.36248,18.93787,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
BB68,23/03/2018,-34.36248,18.93787,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
BB68,10/07/2018,-34.36248,18.93787,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
BB69,02/03/2017,-34.36189,18.94469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BB69,24/07/2017,-34.36189,18.94469,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,1
BB69,23/03/2018,-34.36189,18.94469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB69,10/07/2018,-34.36189,18.94469,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
BB70,02/03/2017,-34.36338,18.95041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB70,24/07/2017,-34.36338,18.95041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB71,03/03/2017,-34.36705,18.9513,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
BB71,11/10/2017,-34.36705,18.9513,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB71,23/03/2018,-34.36705,18.9513,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BB71,09/07/2018,-34.36705,18.9513,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
BB72,03/03/2017,-34.37144,18.94935,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0
BB72,24/07/2017,-34.37144,18.94935,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
BB72,23/03/2018,-34.37144,18.94935,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB72,09/07/2018,-34.37144,18.94935,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0
BB73,08/03/2017,-34.37154,18.95915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB73,05/04/2018,-34.37154,18.95915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BB73,10/07/2018,-34.37154,18.95915,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0
BB75,11/03/2017,-34.37689,18.94293,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB75,24/07/2017,-34.37689,18.94293,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
BB75,06/05/2018,-34.37689,18.94293,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
BB75,09/07/2018,-34.37689,18.94293,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
BB76,03/03/2017,-34.37053,18.95578,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB76,24/07/2017,-34.37053,18.95578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB77,08/03/2017,-34.36616,18.92586,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0
BB77,30/10/2017,-34.36616,18.92586,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB77,23/03/2018,-34.36616,18.92586,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BB77,10/07/2018,-34.36616,18.92586,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB78,16/03/2017,-34.37215,18.92901,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
BB78,24/07/2017,-34.37215,18.92901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB79,01/03/2017,-34.36923,18.93189,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BB79,11/10/2017,-34.36923,18.93189,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
BB79,23/03/2018,-34.36923,18.93189,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB79,10/07/2018,-34.36923,18.93189,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB8,02/03/2017,-34.36316,18.90879,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0
BB8,30/10/2017,-34.36316,18.90879,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB8,20/03/2018,-34.36316,18.90879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB8,10/07/2018,-34.36316,18.90879,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB80,02/03/2017,-34.37845,18.9195,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
BB80,11/10/2017,-34.37845,18.9195,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB80,09/07/2018,-34.37845,18.9195,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB81,08/03/2017,-34.38416,18.90892,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB81,24/07/2017,-34.38416,18.90892,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB81,10/07/2018,-34.38416,18.90892,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB82,16/03/2017,-34.37739,18.89123,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB82,30/10/2017,-34.37739,18.89123,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB82,20/03/2018,-34.37739,18.89123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB82,09/07/2018,-34.37739,18.89123,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BB83,02/03/2017,-34.37867,18.88773,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB83,30/10/2017,-34.37867,18.88773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB83,20/03/2018,-34.37867,18.88773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB84,01/04/2017,-34.37927,18.88439,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB84,30/10/2017,-34.37927,18.88439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BB84,09/07/2018,-34.37927,18.88439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB85,11/03/2017,-34.37436,18.87318,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
BB85,06/05/2018,-34.37436,18.87318,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BB85,09/07/2018,-34.37436,18.87318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BB86,11/03/2017,-34.38008,18.88276,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4
BB86,30/10/2017,-34.38008,18.88276,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BB86,20/03/2018,-34.38008,18.88276,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
BB86,09/07/2018,-34.38008,18.88276,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB87,02/03/2017,-34.38219,18.89867,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB87,30/10/2017,-34.38219,18.89867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB88,23/03/2017,-34.39102,18.89917,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BB88,24/07/2017,-34.39102,18.89917,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0
BB88,20/03/2018,-34.39102,18.89917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB88,09/07/2018,-34.39102,18.89917,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0
BB9,01/03/2017,-34.37398,18.89886,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB9,20/03/2018,-34.37398,18.89886,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB90,08/03/2017,-34.37318,18.94125,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
BB90,24/07/2017,-34.37318,18.94125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
